Title,Description,Quantity Required,Unit,Quotes Left,Location,Buyer Name,Experienced Buyer,Complete Order via RFQ,Typical Replies,Interactive User,Email Status,Buyer Profile,Posted Time,Inquiry Url
4 Flavors Strawberry Lip Balm,"I'm looking for 4 Flavors Strawberry Lip Balm .Product specifications:·feature: Moisturizing·ingredient: Mineral·gender: Female·form: Cream
...",2,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:16 hours before,
business bags and tissue paper with logo,"1.Wrapping Paper(Tissue Paper) Quantity:500 sheets Size:70×50 cm Background:Light elegant color#F1F1EA(same as my background logo) Printing:My logo in full color#737D6A,repeated pattern(more ...",500,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:16 hours before,
Shoe box storage,I'm looking for Shoe box storage. Product specifications: technics:Injection use:shoes material:plastic functional design:Multifunction dimensional tolerance:<±1mm,6,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:18 hours before,
"OEM Hard Water Repair Moisturizing and anti-hair loss Sun protection repair Oil-controlling,fluffy ...","Hi,We are looking for hard water repair shampoo and conditioner.Please let me know the MOQ for customization. Bottle packaging:OEM Color:OEM Fragrance:OEM Certificates:Halal/EU/EPR/ISO 22716 ...",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:18 hours before,
Best Led Replacement High Power Ip68 Mini Waterproof Car H4 Led Headlight Bulb H6 Motorcycle,مرحبًا، لدي اهتمام بهذه المنتجات.product: Led headlight miniBeam: High Low BeamColor Temperature: 6500K 3000KHousing Material: Diecast Aluminu...,50,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:18 hours before,
Original 13 Inch LCD for MacBook Pro Air M1 A2338 A2337 A1706 A1708 A1989 A2289 A2251 A2159 A2179 A...,I would like to buy just one piece for 1 MacBook Air M1 and would like it delivered to UAE Abu Dhabi please.How much would be the delivery costs?Thank you Products name:A2338 A2337 A1706 A1708 A1989 A...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:18 hours before,
For Ultra Bee Rear Brake System Kit Customize Rear Brakes Pump Assembly Spare Parts,hello i am interested in these brakes i want a sample how much with shipping to uae dubai also does it come with a rotor ...Product color:black Applicable models:Ultra Bee X Delivery status:in stock ...,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:18 hours before,
For Mazda MX5 Roaster Miata NC1 2 3 RE Style Vented Hood,"Hi,im interested in buying one sample for this hood.Is it real carbon fiber?and how much is the best price with shipping to UAE?How is the fitment?Do you have any photos for installation on similar ...",1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:18 hours before,
used engine,"Hi,I'm interested in this proct. Condition:good condition Type:Diesel Engine Place of Origin:DE OE NO.:D13 Power:300 Warranty:12",1,pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:18 hours before,
3 years warranty Lexu_s LS460 Industrial grade Lexu_s LS460 Industrial grade hand tool OEM customized Lexu_s LS460 OEM customize,I'm looking for 3 years warranty Lexu_s LS460 Industrial grade Lexu_s LS460 Industrial grade hand tool OEM customized Lexu_s LS460 OEM customize.Pro...,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:18 hours before,
Aluminum Alloy Exhaust Pipes,We are looking to purchase exhaust pipes for our automotive manufacturing needs.Product specifications:• Material: Aluminum alloy• Type: E...,10,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:18 hours before,
Puma Ferrari Running and Walking Shoes,"We are looking to purchase stylish and functional running shoes suitable for all seasons, specifically focusing on walking.Product specifications:...",2,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:19 hours before,
Solar inverter,I'm looking for Solar inverter. Product specifications: Output Voltage:240V ac Type:DC/AC Inverters Inverter Efficiency:99.5% Max Output Power:4200W Output Type:Three Phase,1,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:19 hours before,
For LEXUS IS IS300 IS350 IS500 FULL LED Beam HEADLIGHT 2024 2025 USA Version Auto Car Front Lamp,How much does one product cost?Size:OEM Standard Size Material:Resin Waterproof rate:IP67 Waterproof Dustproof Shockproof Function:UV hardening coating and Anti-fog treatment Purpose:for replace/...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:19 hours before,
Raised Edges Non-spill Car Mats Fit for HONDA CIVIC 2006-2011 for CIVIC 8TH GEN(2006 2007 2008 2009 ...,"Hi,I'm interested in this product.i need 200 pcs i need full set sample. product:CIVIC Material:Odorless latex Weight:6±0.5 kg Logo Color:Customize Driving side:LHD Features:anti-skid,waterproof,easy...",1,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:19 hours before,
EDC Tactical Pocket Knife,I'm looking for EDC Tactical Pocket Knife.Product specifications:·blade change style: Non-Changeable·thickness: 0.024in·blade material: Stainl...,5,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:19 hours before,
QUEST HUB GER Detect River G Underground Water Locator,مرحبًا، لدي اهتمام بهذه المنتجات. هل يمكنني الحصول على عينة؟product: WATER DETECTORproduct type: Battery Pack,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:20 hours before,
Verified Supplier Top Seller Best Quality Matte Skin Friendly Mobile Case Cover for Honor 400/Honor ...,Design:Natural material Feature:Protection Style:fashion Package:Opp Bag Function:Protector Cover phone bag type:Crossbody Bag material:TPU compatible brand:For Huawei design style:Sports ...,10,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:20 hours before,
Darevie Pure Color Bicycle Bike Shirts Seamless Breathable Bicycle Uniforms Cycling Jersey,Age Group:Adults Feature:Anti-Bacterial Feature:Breathable Feature:Quick Dry Feature:lightweight Feature:Eco-Friendly Feature:Plus Size Feature:Anti-UV Feature:Reversible Feature:ACTIVE STRETCH ...,2,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:20 hours before,
Grandsea 18seats Speed Fiberglass Passenger Boat for Sale,Length:8.6m Beam:2.64m Engine:Outboard Power:200hp Speed:50km/h Material:Hull Fiberglass Key word:Ferry Passenger Boat Hull Material:fiberglass Fuel Type:Petrol/Gasonline Passenger Capacity:11-20 ...,1,set/sets,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:20 hours before,
C68E Noise Reduction Digital Audio Wired Earphones In-ear Music Headphones Wired Headset,"Hi,I'm interested in this product. product:Apple chip wired headset chipset:Apple Waterproof Standard:IPX-5 Headphone Form Factor:In ear Codecs:LHDC private mold:NO Noise Cancelling:Active Noise ...",1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:20 hours before,
Used shoes in taiwan,I'm looking for Used shoes in taiwan Product specifications: Style:Fashionable Used Sport Shoes Midsole Material:PVC Season:Winter Outsole Material:PVC Upper Material:PVC,3698,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:21 hours before,
Custom Black Shoe Gift Box Eco-Friendly Logo Design Foldable Magnetic Paper Sponge Black Cardboard ...,"Hi,I'm interested in this product. 100 pc black with the logo printout as per attached size of the box 45 cm×25 cm×38 cm product:Black satin luxury gift box packaging Shrink-packaging Service:Offer ...",200,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:21 hours before,
"Decorative Wooden Ashtray Antique Wood Ashtray for Indoor Home Bar,Large","Hi,I'm interested in this product. Product name:Wood Ashtray Color:Brown,Natural Wood Usage:Smoking Accessory Size:Standard Size Design:Newest MOQ:100 Pieces design style:Luxury type:SMOKELESS ...",100,pieces,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:21 hours before,
Electric bike,I'm looking for Electric bike Product specifications: Range per Power:31-60 km Gears:7 Speed Range per Power:10-30 km Frame Material:Aluminum Alloy Wheel Size:26,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:21 hours before,
Heavy Truck Good Condition 0km Used 10 Wheeler 4x2 6x4 Cargo Trailer Head Trucks Of Mercedes Benz ...,Condition:New Steering:Left Horsepower:>450hp Emission Standard:Euro 6 Segement:Heavy truck Market Segement:Express transportation Fuel Type:Diesel Engine Capacity:>8L Cylinders:6 ...,1,bags,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:21 hours before,
Ice Silk Leisure Sports Set for Men's Summer Design Polo Shirt Short Sleeve T-shirt Shorts Men's 2-...,Fabric Type:knitted Feature:Quick Dry Printing Methods:None Material:Spandex/Cotton/Bamboo Fiber Technics:printed Gender:Men Season:Summer Pattern Type:Floral Style:Vintage Fabric Weight:360 grams ...,100,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:21 hours before,
High-Grade Kraft Paper Handbag for Clothing Store Thickened Cosmetics Bag with Custom Logo Printing ...,"Hi,I'm interested in this product.Can I add my own logo?",200,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:21 hours before,
Velvet Jewelry Boxes with Gold Logo Imprint,"We are looking for a supplier to offer velvet jewelry boxes as shown in the photo for packaging jewelry items. Address:Dubai,UAE Product specifications: Material:Velvet Dimensions:approx.7 x 10 x 4cm ...",100,pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:21 hours before,
Hot Selling Angel Garden Statue Outdoor Decor Praying with Cross Waterproof Resin Angel Sculpture,"i need sample and check the quality Product size:16.4*13.5*21.1cm/6.46*5.31*8.31inches Usage:Home Decorations.Gifts OEM&ODM:Acceptable Feature:IP44 Package:Mail Box,Color Box,Display Box or customized...",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:21 hours before,
dry butterflies,"I'm looking for Preserved rose. Product specifications: Usage:Valentine's Day,Room Decoration,Gift occasion:Other Feature:ETERNAL Flower Type:Dried Flowers Type:PRESERVED",10,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:21 hours before,
JUSHUN OEM Quality LED Headlights Dynamic Sequential Turn Signal for 2013-2017 Volkswagen VW Golf MK...,"Hi,I'm interested in this product. Product name:For Volkswagen VW Golf MK7/MK7.5 LED Headlights 2013-2017 Car year:2013-2017 Size:72*70*32 Type:Auto Parts Function:Upgrade and modification ...",1,pairs,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:22 hours before,
NEW TOP Suz-ukii GSX8R Super Sport Bike Base Fast Shipping,Gears:27 Speed Frame Material:Carbon Steel Wheel Size:20 Voltage:72V Power Supply:Lithium Battery Braking System:Brake Line Charging Time: Motor position:front hub motor Battery Position:Down Tube,1,unit/units,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:22 hours before,
Router Model No.GAPD-7500,I am looking for used router Korean brand same as in the picture,20,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:22 hours before,
Luxury Custom logo Promotional Corporate Business Gifts Set for Executives Men and Women,"Dear Sir/Madam,We are interested in sourcing a custom VIP gift set that includes the following items:1x Umbrella(8K,automatic open Umbrella:Automatic triple fold Vacuum flask:450ml(temperature display...",200,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:22 hours before,
Canvas Mini Travel Cosmetic Bag Multi-color Beauty Cosmetic Bag Lady Cute Cosmetic Bag,"Please send me the shipping fee to Dubai U.AE,for your product code:c-cosb025/50 pcs.and what are the available colors.thanks. Usage:Home,Makeup Material:Canvas Color:Customized Color ...",50,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:22 hours before,
Yoga Clothing Women's Fall Slim Thin Casual Jacket Running Pilates Training Fitness Top Jacket,"How much for delivery to Abu Dhabi uae,00000 and iwant to print the logo as well Keywords:Gym Clothes Size:customized size Color:Customized Color Logo:Custom Logo Fabric:Spandex/Polyester ...",2,piece/pieces,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:22 hours before,
Quick Lift 4t Double Cylinder Gantry Hydraulic Lift with CE Standard,Application: Auto MaintanenceFunction: Lift Cars Heavy VehiclesFeature: Easy OperationColor: CustomizedMaterial: SteelDesign: Two PostType...,3,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:22 hours before,
New 4Wd You Z Sport 100Kwh 2024 Geely Zeekr 001 Russian Electric Car,"Здравствуйте,! Меня интересуют эти товары.product: Zeekr 01 Electric Car New 2024 Polar Krypton 001 New Energy Car Electric Geely Zeekr Coche Electr...",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:22 hours before,
Coated cotton lollipop,I'm looking for Coated cotton lollipop. Product specifications: Texture:Semi-Soft Type:Gummy Candy Color:Multi-Colored Taste:sweet Flavor:Fruity,1,cubic meter/cubic meters,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:22 hours before,
عصا سنوكر O'min 9mm,We are looking to source عصا سنوكر O'min 9mm for our needs.Product specifications:• Diameter: 9mm• Material: High-quality wood• Leng...,5,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:22 hours before,
"US EU Warehouse Free Delivery 11"" Off-road Vacuum Tyre 6000W Moto Electric Folded Scooters for Adults","hi i 'm paying a scooter this one and always nothing since  62 daysMotor: dual motor 6000wattCertifications: CE, RoHS, FCC, MSDS, LVD, UL,UN38.3...",1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:23 hours before,
Fashion women heels sexy luxury bridal low heel wedding shoes brand designer heels,I'm looking for Fashion women heels sexy luxury bridal low heel wedding shoes brand designer heels.Product specifications:·Style: dress shoes·Mi...,30,box/boxes,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:23 hours before,
China Best Stahl Mbo Folding Machine Book Sewing Parts Precision Quality Perforating Blade,"Dear Supplier,We are looking for perforation and creasing blade for our stahl folding machine.Please do reply on given ****id for further discussion.Regards, Applicable Industries:Manufacturing ...",1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:23 hours before,
Pakistani Lawn Suits Wholesalers Latest Pakistani Brands Catalogue 2025 Super Discounts Pakistani ...,Keywords:Stylish Summer Lawn Dresses Material:Lawn Color:Customized Color Logo:Custom Logo Size:Accept Customized Size OEM&ODM:Acceptable Age Group:Adults Clothing Type:Salwar Kameez ...,30,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:1 days ago,
